id	filename	md5	size	state
412e8339-e465-4aea-b2d2-387057978aad	TCGA-AR-A1AL-01Z-00-DX1.0970370F-6D4B-449A-AF33-76355DD99F91.svs	a924dbbbcf6b2efacd1b4e544eec79d7	747.2	released
728d9e14-05c2-479e-8760-bf692653c8d1	TCGA-EW-A3E8-01Z-00-DX1.E185B2E4-3E16-4C66-90D7-FDB9A14BA00D.svs	0d1e561a8fdb9a93ad3d483e76dd3c3a	1465.6	released
016fc18e-1a88-478f-82a4-38f4f10a8f42	TCGA-EW-A6SC-01Z-00-DX1.C2D50E7C-3AD0-4038-9A1C-CAE54A3FBE2F.svs	3448b6fe2fb54a62ef2e4fea6c63b21a	1766.7	released
c2e4fe6d-db89-42df-9594-8ef7a6d11490	TCGA-E2-A1IN-01Z-00-DX1.F63F004F-847D-41B0-BAEF-3189D4965838.svs	2ceeb4cc4177941acc1f75c74a9cfd90	567.9	released
363e72db-7642-4be2-b370-27a8d2a104c5	TCGA-E2-A1IU-01Z-00-DX1.E2F24814-24BA-4158-8841-F27A8E100589.svs	dfc00b0e8a22bf7d6cdb59c5a24913a7	982.4	released
d0057c5b-a658-4259-9f05-aa310a8d1e74	TCGA-E9-A1NF-01Z-00-DX1.08779060-F710-45CB-A016-56D3C5B745E0.svs	9a6cf2848c05127cdd357884f9fe983b	742.5	released
035a8ebb-a2c2-41bd-bcb9-8a9f5ac1a8a6	TCGA-E9-A5FK-01Z-00-DX1.3F002C99-B4CA-4068-A816-EAC370A2E8C4.svs	c954a0ce261b9f122929e3eeaedc9344	656.2	released
d6617738-749e-4050-9fc7-ea52c34caf5f	TCGA-AN-A0XL-01Z-00-DX1.E90AA056-51DC-4A6B-96EB-A0B707496912.svs	6e601699819180418b65ffe2a9b12052	568.4	released
ae9751f5-90a6-408c-a955-7e3b11075a0d	TCGA-A8-A091-01Z-00-DX1.1F38CADB-A093-416E-A8A8-31E61CD730BA.svs	6cf8d99f633fc801895a87273f61537f	403.4	released
91f55a25-ae69-4c98-8b31-326b50ecdb26	TCGA-AO-A0J9-01Z-00-DX1.E37C342B-9B6A-4BEE-B064-A82C3579CC66.svs	c47017046f55caa61a43078bc90f1b02	744.6	released
